site,Snail no.,survey,collection date,collected by,dissection date,dissected by ,processed by ,buried? ,length (mm),sex,"parth/ gonad state 1 (r,p,n)","parth/ gonad state 2 (r,p,n)","parth/ gonad state 3 (r,p,n)",early 1? ( y/n),early 2? (y/n),early 3? (y/n),trematode 1,trematode 2,trematode 3,fixed for genetics?,"crab dam (n,s,a)",MCs hima,cata,phil,notes
f5 (original),11,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,27,m,n,,,,,,prob,,,,,,,,
f5 (original),12,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,28,m,n,,,,,,smcy,,,,,,,,
f5 (original),13,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,32.9,f,p,,,,,,himb,,,,,,,,
f5 (original),14,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,28.5,f,r,,,,,,hima,,,,n,2,0,0,+1 HIMA scar
f5 (original),15,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,26,f,n,,,,,,euha,,,,,,,,
f5 (original),16,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,23.8,f,n,,,,,,u,,,,,,,,
f5 (original),17,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,25.9,m,p,,,,,,stic,,,,,,,,
f5 (original),18,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,24.8,f,n,,,,,,u,,,,,,,,
f5 (original),19,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,26.2,f,n,,,,,,u,,,,,,,,
f5 (original),20,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,30.6,f,n,,,,,,meso,,,,,,,,
f5 (original),21,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,28.3,f,r,,,,,,hima,,,,,,,,
f5 (original),22,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,23.9,m,r,,,,,,u,,,,,,,,
f5 (original),23,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,24.8,f,n,,,,,,u,,,,,,,,
f5 (original),24,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,23.1,f,n,,,,,,u,,,,,,,,
f5 (original),25,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,27.8,f,n,,,,,,u,,,,,,,,
f5 (original),26,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,30.5,m,r,,,,,,paro,,,,,,,,
f5 (original),27,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,26.8,m,n,,,,,,cloa,,,,,,,,
f5 (original),28,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,25.3,f,n,,,y,,,smcy,,,,,,,,
f5 (original),29,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,23.2,m,r,,,,,,u,,,,,,,,
f5 (original),30,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,28,f,n,,,,,,u,,,,,,,,
f5 (original),31,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,26,m,n,,,,,,u,,,,,,,,
f5 (original),32,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,25.2,f,n,,,,,,u,,,,,,,,
f5 (original),33,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,25.9,m,p,,,,,,meso,,,,,,,,
f5 (original),34,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,29.1,m,p,,,,,,meso,,,,,,,,
f5 (original),35,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,30.2,f,r,,,,,,cloa,,,,,,,,
f5 (original),36,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,27.5,f,n,,,y,,,euha,,,,,,,,
f5 (original),37,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,25.9,m,n,,,,,,u,,,,,,,,
f5 (original),38,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,29,f,n,,,,,,u,,,,,,,,
f5 (original),39,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,24.7,f,n,,,,,,euha,,,,,,,,
f5 (original),40,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,26.3,f,n,,,,,,u,,,,,,,,
f5 (original),41,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,26.2,f,n,,,,,,u,,,,n,2,0,0,1 HIMA scar
f5 (original),42,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,26.1,f,n,,,,,,u,,,,,,,,
f5 (original),43,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,24,f,n,,,,,,u,,,,,,,,
f5 (original),44,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,26.1,f,n,,,,,,u,,,,a,0,0,0,
f5 (original),45,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,28.2,f,n,,,,,,u,,,,n,0,0,0,
f5 (original),46,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,26.8,m,r,,,,,,himb,,,,,,,,
f5 (original),47,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,26.7,m,n,,,,,,u,,,,n,2,0,0,1 HIMA scar
f5 (original),48,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,AW,"AW, TS",b,26.6,f,p,,,,,,pygi,,,,,,,,
f5 (original),49,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,27.2,f,n,,,,,,u,,,,n,0,0,0,
f5 (original),50,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,25.9,f,n,,,,,,u,,,,n,1,0,0,
f5 (original),51,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,25.9,f,n,,,,,,u,,,,a,8,0,0,+6 HIMA scars
f5 (original),52,12-Feb,14-Feb-12,"TS, RH, AW",21-Feb-12,TS,"AW, TS",b,25,m,r,,,,,,u,,,,,,,,
c7,1,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,23.8,m,n,,,,,,u,,,,,,,,
c7,2,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,20.7,m,n,,,,,,u,,,,,,,,
c7,3,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,23.3,f,n,,,,,,u,,,,n,0,0,0,
c7,4,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,19.2,f,n,,,,,,u,,,,n,0,0,0,
c7,5,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,22.4,f,n,,,,,,u,,,,a,0,0,0,
c7,6,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,27.3,m,n,,,,,,u,,,,a,0,0,0,
c7,7,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,25.6,m,r,,,,,,u,,,,,,,,
c7,8,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,23.2,m,n,,,,,,u,,,,,,,,
c7,9,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,23.6,m,n,,,,,,u,,,,n,0,0,0,
c7,10,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,26.9,m,n,,,,,,euha,,,,n,0,0,0,1 scar
c7,11,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,23.2,m,n,,,,,,euha,,,,,,,,
c7,12,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,19.6,m,n,,,,,,u,,,,,,,,
c7,13,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,21.2,f,n,,,,,,u,,,,,,,,
c7,14,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,21.1,m,r,,,,,,u,,,,,,,,
c7,15,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,20.3,m,n,,,,,,u,,,,n,.,.,.,
c7,16,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,26,f,n,,,,,,u,,,,,,,,
c7,17,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,25.1,f,n,,,,,,u,,,,,,,,
c7,18,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,23.6,f,n,,,,,,u,,,,,,,,
c7,19,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,24.3,f,n,,,,,,u,,,,,,,,
c7,20,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,21.4,m,r,,,,,,u,,,,,,,,
c7,21,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,25,f,n,,,,,,u,,,,,,,,
c7,22,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,24.8,f,n,,,,,,u,,,,n,0,0,0,
c7,23,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,21.9,m,r,,,,,,u,,,,,,,,
c7,24,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",b,23.6,m,r,,,,,,u,,,,,,,,
c7,25,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,21.5,m,n,,,,,,u,,,,a,0,0,0,4 HIMA scars
c7,26,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",b,25.2,f,r,,,,,,prob,,,,,,,,
c7,27,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,24.3,f,n,,,,,,u,,,,,,,,
c7,28,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,21.6,m,n,,,,,,u,,,,,,,,
c7,29,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,27.8,f,n,,,,,,euha,,,,,,,,
c7,30,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,24.8,m,n,,,y,,,renb,,,,,,,,
c7,31,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,21.9,f,n,,,,,,u,,,,,,,,
c7,32,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,21.3,m,n,,,,,,renb,,,,,,,,
c7,33,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,25.9,f,n,,,y,,,euha,,,,,,,,
c7,34,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,22.7,m,r,,,,,,u,,,,,,,,
c7,35,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,21.5,m,r,,,,,,u,,,,,,,,
c7,36,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,18.3,m,n,,,,,,u,,,,,,,,
c7,37,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,25.6,m,r,,,,,,u,,,,,,,,
c7,38,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,22.9,m,r,,,,,,euha,,,,,,,,
c7,39,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,26.1,m,r,,,,,,u,,,,,,,,
c7,40,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,23.8,f,n,,,,,,u,,,,,,,,
c7,41,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,24.7,m,p,,,,,,euha,,,,,,,,
c7,42,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,20.6,m,n,,,,,,meso,,,,,,,,
c7,43,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,25.3,m,r,,,,,,euha,,,,,,,,
c7,44,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,22,m,r,,,,,,u,,,,,,,,
c7,45,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS",e,27.2,f,n,r,,,,,euha,renb,,,,,,,
c7,46,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,21.3,m,n,,,,,,u,,,,,,,,
c7,47,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,20.6,f,n,,,,,,u,,,,,,,,
c7,48,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,22.2,m,r,,,,,,u,,,,,,,,
c7,49,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,23.4,f,n,,,y,,,euha,,,,n,0,0,0,
c7,50,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,22.2,f,n,,,,,,u,,,,,,,,
c7,51,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,20.6,f,n,,,,,,u,,,,,,,,
c7,52,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS",e,22.8,m,r,,,,,,u,,,,,,,,
c8,1,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,26,m,r,,,,,,u,,,,,,,,
c8,2,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,19.1,m,n,,,y,,,hima,,,,,,,,
c8,3,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,21.3,m,n,,,,,,u,,,,,,,,
c8,4,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,22.6,m,n,,,,,,u,,,,,,,,
c8,5,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,24.7,m,n,,,,,,u,,,,,,,,
c8,6,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,24.8,f,r,,,,,,u,,,,,,,,
c8,7,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,25.4,f,n,,,,,,u,,,,,,,,
c8,8,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,24.3,m,n,,,,,,euha,,,,,,,,
c8,9,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,19,m,r,,,,,,u,,,,,,,,
c8,10,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,18.8,f,n,,,,,,u,,,,,,,,
c8,11,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,16.9,m,n,,,,,,u,,,,,,,,
c8,12,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,16.4,f,n,,,,,,u,,,,,,,,
c8,13,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,21.5,m,n,,,,,,euha,,,,,,,,
c8,14,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,22.7,m,n,,,,,,u,,,,,,,,
c8,15,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,20.9,f,n,,,,,,u,,,,,,,,
c8,16,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,23,m,r,,,,,,u,,,,,,,,
c8,17,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,20.3,f,n,,,,,,u,,,,,,,,
c8,18,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,25,f,n,,,,,,u,,,,,,,,
c8,19,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,25,m,n,,,,,,himb,,,,a,1,0,0,
c8,20,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,23.1,f,r,,,,,,u,,,,n,0,0,0,1 scar
c8,21,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,25.4,f,n,,,,,,u,,,,,,,,dead
c8,22,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,23.9,f,n,,,,,,u,,,,,,,,
c8,23,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,26,m,p,,,,,,euha,,,,,,,,
c8,24,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,22.8,f,n,,,,,,u,,,,n,0,0,0,
c8,25,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,22.9,m,n,,,,,,u,,,,,,,,
c8,26,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,27.9,m,n,,,,,,euha,,,,,,,,dissected a higher proportion of Q3 because of misinterpretation of field data sheet
c8,27,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,22.3,f,n,,,,,,phoc,,,,,,,,
c8,28,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,25,m,n,,,,,,himb,,,,,,,,
c8,29,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,23.2,f,n,,,,,,u,,,,,,,,
c8,30,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,22.2,f,n,,,,,,u,,,,n,.,.,.,
c8,31,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,23,m,n,,,,,,u,,,,.,0,0,0,
c8,32,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,24.3,f,n,,,,,,u,,,,n,0,0,0,1 scar
c8,33,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",b,25.8,f,n,,,,,,u,,,,,,,,
c8,34,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",b,22.3,m,n,,,y,,,himb,,,,n,0,1,0,
c8,35,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",e,21.1,m,n,,,,,,euha,,,,,,,,
c8,36,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",e,24.9,f,n,,,,,,euha,,,,,,,,
c8,37,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",e,22.9,f,n,,,,,,u,,,,,,,,
c8,38,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,27.7,m,n,,,,,,euha,,,,,,,,
c8,39,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,26.3,f,n,,,,,,u,,,,,,,,
c8,40,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,22.7,m,r,,,,,,u,,,,,,,,
c8,41,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",e,26.1,m,n,,,,,,euha,,,,,,,,
c8,42,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,24.5,m,r,,,,,,u,,,,n,1,0,0,
c8,43,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",e,27.4,f,r,,,,,,renb,,,,,,,,solitary RENB
c8,44,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",e,24.3,m,n,,,,,,u,,,,,,,,
c8,45,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",e,22.1,m,r,,,,,,cata,,,,,,,,
c8,46,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,26.2,m,n,,,,,,u,,,,,,,,
c8,47,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,29.9,m,n,,,,,,himb,,,,,,,,
c8,48,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,23.6,m,n,,,,,,u,,,,n,0,0,0,
c8,49,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,23.8,m,n,,,,,,u,,,,a,0,0,0,
c8,50,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,TS,"AW, TS, Richard",e,24.1,m,n,,,,,,u,,,,n,0,0,0,
c8,51,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,24,m,r,,,,,,u,,,,,,,,
c8,52,12-Feb,15-Feb-12,"AW, TS",22-Feb-12,AW,"AW, TS, Richard",e,20.7,m,n,,,,,,u,,,,,,,,
f1 (original),1,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",e,26.2,m,n,,,,,,u,,,,n,3,0,0,
f1 (original),2,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",e,34,f,r,,,,,,paro,,,,,,,,
f1 (original),3,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",e,36.6,f,r,,,,,,hima,,,,n,0,0,0,4 MC scars on shell
f1 (original),4,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",e,31.9,f,r,,,,,,himb,,,,,,,,
f1 (original),5,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",e,28.4,m,r,,,,,,u,,,,n,0,0,0,
f1 (original),6,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",e,27,f,r,,,,,,u,,,,,,,,
f1 (original),7,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",e,26,f,r,,,,,,euha,,,,,,,,
f1 (original),8,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",e,26.1,f,n,,,,,,u,,,,n,0,0,0,
f1 (original),9,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",e,27.6,m,n,,,,,,himb,,,,,,,,
f1 (original),10,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",e,29.3,f,r,,,,,,euha,,,,n,2,0,0,
f1 (original),11,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,37.1,f,r,,,,,,hima,,,,,,,,
f1 (original),12,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,30,m,p,,,,,,euha,,,,n,0,0,0,
f1 (original),13,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,25.2,m,r,,,,,,u,,,,n,1,0,0,
f1 (original),14,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,29.2,m,r,,,,,,aust,,,,,,,,
f1 (original),15,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,30,m,n,,,,,,meso,,,,,,,,
f1 (original),16,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,26.6,m,r,,,,,,u,,,,,,,,
f1 (original),17,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,28.3,f,n,,,,,,himb,,,,,,,,
f1 (original),18,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,28,m,p,,,,,,himb,,,,,,,,
f1 (original),19,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,32.5,m,n,,,,,,himb,,,,,,,,
f1 (original),20,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,28.9,m,r,,,,,,u,,,,,,,,
f1 (original),21,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,27.8,f,n,,,,,,u,,,,,,,,
f1 (original),22,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,30.4,f,n,,,,,,u,,,,,,,,
f1 (original),23,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,28.3,f,n,,,,,,euha,,,,,,,,
f1 (original),24,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,25.4,f,r,,,,,,u,,,,,,,,
f1 (original),25,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,26.1,f,n,,,,,,u,,,,n,0,0,0,
f1 (original),26,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,30.1,m,r,,,,,,u,,,,,,,,
f1 (original),27,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,26.2,m,n,,,,,,himb,,,,,,,,
f1 (original),28,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,29.7,m,n,,,,,,u,,,,,,,,
f1 (original),29,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,25.1,f,n,,,,,,u,,,,,,,,
f1 (original),30,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,26.8,m,r,,,,,,u,,,,,,,,
f1 (original),31,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,26.9,f,n,,,,,,u,,,,,,,,
f1 (original),32,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,25.4,m,r,,,,,,u,,,,,,,,
f1 (original),33,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,29.8,m,r,,,,,,u,,,,,,,,
f1 (original),34,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,29.5,f,r,,,,,,euha,,,,n,2,0,0,
f1 (original),35,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,26.1,m,r,,,,,,u,,,,,,,,
f1 (original),36,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,29,m,r,,,,,,u,,,,,,,,
f1 (original),37,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,TS,"AW, TS",b,23.4,m,r,,,,,,prob,,,,,,,,
f1 (original),38,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,25.7,f,n,,,,,,u,,,,,,,,
f1 (original),39,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,27.6,m,r,,,,,,u,,,,,,,,
f1 (original),40,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,24,f,n,,,,,,u,,,,,,,,
f1 (original),41,12-Feb,15-Feb-12,"AW, TS",21-Feb-12,AW,"AW, TS",b,28.3,f,n,,,,,,u,,,,,,,,
