site,Snail no.,survey,collection date,collected by,dissection date,dissected by ,processed by ,buried? ,length (mm),sex,"parth/ gonad state 1 (r,p,n)","parth/ gonad state 2 (r,p,n)","parth/ gonad state 3 (r,p,n)",early 1? ( y/n),early 2? (y/n),early 3? (y/n),trematode 1,trematode 2,trematode 3,fixed for genetics?,"crab dam (n,s,a)",MCs hima,cata,phil,notes
f3,26,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,28.9,f,p,p,,,,,stic,smcy,,,,,,,
f3,27,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,24.2,m,n,,,,,,u,,,,,,,,
f3,28,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,31.3,f,n,,,,,,u,,,,,,,,
f3,29,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,26.8,m,n,,,,,,u,,,,,,,,
f3,30,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,28.8,f,r,,,,,,hima,,,,,,,,
f3,31,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,31.7,f,n,,,,,,euha,,,,,,,,rms present
f3,32,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,27,m,r,,,,,,himb,,,,,,,,
f3,33,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,28.1,f,n,,,,,,u,,,,,,,,
f3,34,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,26.8,m,n,,,,,,u,,,,,,,,
f3,35,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,28.9,f,n,,,,,,u,,,,,,,,
f3,36,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,27.5,f,n,,,,,,u,,,,n,0,0,0,1 hima scar
f3,37,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,29.1,m,r,,,,,,himb,,,,,,,,
f3,38,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,23.3,f,p,,,,,,euha,,,,,,,,
f3,39,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,28.4,f,n,,,,,,u,,,,s,0,0,0,
f3,40,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,26.3,f,n,,,,,,u,,,,,,,,
f3,41,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,27.7,f,n,,,,,,u,,,,,,,,
f3,42,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,22.2,m,r,,,,,,cata,,,,,,,,
f3,43,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,26.2,m,p,,,,,,euha,,,,,,,,
f3,44,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,28.9,f,r,,,,,,prob,,,,,,,,
f3,45,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,27.4,m,r,,,,,,euha,,,,,,,,
f3,46,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,23.9,f,n,,,,,,u,,,,,,,,
f3,47,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,29.6,m,r,,,,,,cloa,,,,,,,,
f3,48,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,31,f,n,,,,,,u,,,,,,,,
f3,49,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,30,f,p,,,,,,euha,,,,n,0,0,0,
f3,50,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,29.8,m,n,,,,,,u,,,,,,,,
f3,51,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,24.6,m,r,,,,,,u,,,,,,,,
f3,52,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,25.1,f,n,,,,,,u,,,,,,,,
f3,53,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,23.1,f,n,,,,,,u,,,,,,,,
f3,54,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,25.2,m,n,,,,,,u,,,,,,,,
f3,55,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,28.4,f,n,,,,,,u,,,,,,,,
f3,56,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,7,f,n,,,,,,u,,,,,,,,
f3,57,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,10.3,m,n,,,,,,u,,,,,,,,
f3,58,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,26.6,f,n,,,,,,u,,,,a,0,0,0,
f4,1,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",b,34,f,r,,,,,,hima,,,,,,,,
f4,2,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",b,36.2,m,r,,,,,,hima,,,,,,,,
f4,3,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",b,31.1,m,r,,,,,,hima,,,,,,,,
f4,4,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",b,34.2,f,r,,,,,,hima,,,,,,,,
f4,5,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",b,29.6,m,r,,,,,,prob,,,,,,,,
f4,6,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",b,30.3,m,r,,,,,,renb,,,,s,0,0,0,rat king
f4,7,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",b,31.2,f,p,,,,,,himb,,,,s,4,0,0,
f4,8,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,27.4,f,p,,,,,,hima,,,,n,0,0,0,
f4,9,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,30.3,m,n,,,y,,,hima,,,,,,,,
f4,10,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,29.7,m,r,,,,,,hima,,,,s,0,0,0,
f4,11,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,31.5,f,r,,,,,,hima,,,,,,,,
f4,12,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,33.9,m,r,,,,,,cloa,,,,,,,,
f4,13,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,26,m,p,,,,,,euha,,,,,,,,
f4,14,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,25.9,m,p,r,n,n,n,y,prob,hima,himb,,,,,,red in heart
f4,15,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,29.8,m,r,,,,,,cata,,,,,,,,
f4,16,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,27.8,f,r,,,,,,euha,,,,,,,,
f4,17,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,26.1,f,r,,,,,,smcy,,,,,,,,
f4,18,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,31,m,r,,,,,,paro,,,,,,,,
f4,19,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,30.7,m,p,,,,,,euha,,,,n,1,0,0,1 hima scar
f4,20,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,26.5,m,n,,,,,,u,,,,,,,,
f4,21,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,24.3,m,r,,,,,,euha,,,,"a,s",0,0,0,
f4,22,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,30,m,r,,,,,,prob,,,,,,,,
f4,23,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,29.4,m,p,,,,,,hima,,,,,,,,
f4,24,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,29.3,m,p,p,,,,,euha,smcy,,,,,,,"inf ~60/40, euha reds in mantle"
f4,25,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,36.2,m,p,,,,,,himb,,,,,,,,
f4,26,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,29.9,f,r,r,,,,,renb,euha,,,s,0,0,0,
f4,27,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,32.4,f,r,,,,,,paro,,,,,,,,
f4,28,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,29.8,m,n,,,,,,u,,,,,,,,
f4,29,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,31.5,f,r,,,,,,hima,,,,,,,,
f4,30,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,29.4,f,n,,,,,,u,,,,,,,,
f4,31,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,28.3,m,r,,,,,,cata,,,,,,,,
f4,32,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,28.3,f,r,,,,,,cloa,,,,,,,,
f4,33,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,28.3,f,r,,,,,,prob,,,,,,,,
f4,34,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,27,m,r,,,,,,paro,,,,,,,,
f4,35,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,28.6,f,r,,,,,,hima,,,,"a,s",0,0,0,
f4,36,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,25.5,m,p,,,,,,hima,,,,"a,s",0,0,0,1 hima scar
f4,37,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,27,m,p,,,,,,euha,,,,,,,,
f4,38,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,29.8,f,r,,,,,,pygi,,,,,,,,
f4,39,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,30.8,f,p,,,,,,paro,,,,,,,,
f4,40,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,32.2,f,r,,,,,,prob,,,,,,,,
f4,41,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,30,f,r,,,,,,hima,,,,,,,,
f4,42,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,30,m,r,r,,,,,euha,renb,,,,,,,solitary
f4,43,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,26.5,m,p,,,,,,himb,,,,,,,,
f4,44,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,29.8,m,p,p,,,,,euha,smcy,,,,,,,inf ~50/50
f4,45,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,26,m,r,,,,,,euha,,,,,,,,
f4,46,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,AW,"AW, TS, Thira",e,27,m,r,,,,,,euha,,,,,,,,
f4,47,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",e,28.8,f,r,,,,,,euha,,,,,,,,
f4,48,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,29.3,f,n,,,,,,u,,,,,,,,
f4,49,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,31.3,f,n,,,,,,u,,,,,,,,
f4,50,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,34.2,f,r,,,,,,hima,,,,s,1,0,0,
f4,51,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,32.5,m,r,,,,,,hima,,,,,,,,
f4,52,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,28.2,m,n,,,,,,u,,,,,,,,
f4,53,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,30.1,f,r,,,,,,hima,,,,,,,,
f4,54,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,29,m,n,,,,,,u,,,,,,,,
f4,55,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,26.9,m,r,,,,,,hima,,,,,,,,
f4,56,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,29.5,f,r,,,,,,paro,,,,,,,,
f4,57,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,31.8,m,p,,,,,,himb,,,,,,,,
f4,58,12-Dec,4-Dec-12,"AW, TS, Maggie",6-Dec-12,TS,"AW, TS, Thira",b,32.5,f,r,,,,,,himb,,,,,,,,
f5,1,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,30.1,f,p,,,,,,himb,,,,s,0,6,0,
f5,2,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,32.1,f,n,,,,,,u,,,,,,,,
f5,3,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,33,f,n,,,,,,u,,,,,,,,
f5,4,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,22.4,m,n,,,,,,u,,,,,,,,
f5,5,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,24.3,m,n,,,,,,u,,,,,,,,
f5,6,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,29,m,n,,,,,,u,,,,,,,,
f5,7,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,28,f,n,,,,,,u,,,,,,,,
f5,8,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,27.2,m,p,,,,,,euha,,,,,,,,
f5,9,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,27.6,m,r,,,,,,hima,,,,,,,,
f5,10,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,22,m,p,p,,,,,euha,prob,,,,,,,
f5,11,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,28.2,f,n,,,,,,u,,,,,,,,
f5,12,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,29.3,f,n,,,,,,u,,,,,,,,
f5,13,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,29.2,m,p,,,,,,hima,,,,,,,,
f5,14,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,27.2,m,n,,,,,,euha,,,,,,,,
f5,15,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,24.5,m,n,,,,,,u,,,,,,,,
f5,16,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,26.4,f,n,,,,,,hima,,,,,,,,
f5,17,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,29.3,f,n,,,,,,u,,,,,,,,
f5,18,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,29.2,f,r,,,,,,prob,,,,,,,,
f5,19,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,29.6,f,n,,,,,,u,,,,,,,,
f5,20,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,25.3,m,n,,,,,,u,,,,,,,,
f5,21,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,32,f,r,,,,,,hima,,,,,,,,
f5,22,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,30.8,f,r,,,,,,paro,,,,s,0,0,0,
f5,23,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,25.2,m,n,,,,,,u,,,,n,18,2,0,3 hima scars
f5,24,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,29.1,m,n,,,,,,u,,,,,,,,
f5,25,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,28.3,f,n,,,,,,u,,,,,,,,
f5,26,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,29.3,m,n,,,,,,u,,,,,,,,
f5,27,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,26.4,m,p,,,,,,hima,,,,,,,,
f5,28,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,26.2,m,n,,,,,,u,,,,n,2,0,0,2 hima scars
f5,29,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,27.9,f,n,,,,,,u,,,,,,,,
f5,30,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,26,f,n,,,,,,u,,,,,,,,
f5,31,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,30.2,f,n,,,,,,u,,,,,,,,
f5,32,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,29.4,f,n,,,,,,u,,,,,,,,
f5,33,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,28.2,m,r,,,,,,euha,,,,,,,,
f5,34,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,.,f,p,,,,,,rema,,,,,,,,
f5,35,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,28.6,m,n,,,,,,u,,,,s,10,0,0,
f5,36,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,23.7,m,r,n,,y,,,himb,imht,,y,n,3,0,0,6 hima scars
f5,37,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",e,26.5,f,n,,,,,,u,,,,s,0,0,0,
f5,38,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",e,27.3,m,n,,,,,,u,,,,,,,,
f5,39,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,30.7,m,r,,,,,,hima,,,,n,2,0,0,
f5,40,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,27.4,m,n,,,,,,u,,,,,,,,
f5,41,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,31,m,n,,,,,,u,,,,n,0,0,1,
f5,42,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,26.9,m,n,,,,,,u,,,,s,0,0,0,
f5,43,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,25.3,m,n,,,,,,u,,,,,,,,
f5,44,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,28.9,f,n,,,,,,u,,,,,,,,
f5,45,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,31.7,f,p,,,,,,meso,,,,,,,,
f5,46,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,26.1,f,n,,,,,,u,,,,,,,,
f5,47,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,28.1,m,r,,,,,,euha,,,,,,,,
f5,48,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,31.2,f,r,,,,,,cloa,,,,,,,,
f5,49,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,29.4,f,n,,,,,,u,,,,,,,,
f5,50,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,AW,"AW, TS, Tami",b,31.4,f,p,,,,,,stic,,,,,,,,
f5,51,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,28.9,m,n,,,,,,u,,,,,,,,
f5,52,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,27.8,f,n,,,,,,u,,,,,,,,
f5,53,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,28.8,f,n,,,,,,u,,,,,,,,
f5,54,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,29.4,f,n,,,,,,u,,,,,,,,
f5,55,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,25.4,m,n,,,,,,u,,,,,,,,
f5,56,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,29,m,n,,,,,,u,,,,,,,,
f5,57,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,25.5,f,n,,,,,,u,,,,,,,,
f5,58,12-Dec,4-Dec-12,"AW, TS, Maggie",5-Dec-12,TS,"AW, TS, Tami",b,27,f,n,,,,,,u,,,,,,,,
c2,1,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",e,30.7,m,n,,,,,,himb,,,,n,0,0,0,1 hima scar
c2,2,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",e,32,f,r,,,,,,hima,,,,,,,,
c2,3,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,27.8,f,r,,,,,,euha,,,,,,,,
c2,4,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,28.2,f,r,,,,,,pygi,,,,,,,,
c2,5,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,30.2,f,p,,,,,,himb,,,,,,,,
c2,6,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,26.5,m,r,,,,,,euha,,,,,,,,reds in bvm & mantle
c2,7,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,32.9,f,r,p,,,,,hima,renb,,,,,,,
c2,8,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,30,f,r,,,,,,cloa,,,,,,,,
c2,9,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,28.2,f,n,,,,,,euha,,,,,,,,
c2,10,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,28.7,f,p,,,,,,euha,,,,,,,,rms present
c2,11,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,26,m,n,,,,,,euha,,,,,,,,
c2,12,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,29,f,p,,,,,,stic,,,,s,1,0,0,
c2,13,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,32.1,f,p,,,,,,euha,,,,,,,,
c2,14,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,28.3,f,p,,,,,,himb,,,,,,,,
c2,15,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,27,m,n,,,,,,euha,,,,,,,,rms present
c2,16,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,32.8,m,n,,,,,,euha,,,,,,,,
c2,17,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,29.9,f,p,,,,,,cata,,,,n,0,0,0,
c2,18,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,24.1,f,n,,,,,,u,,,,,,,,
c2,19,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,TS,"AW, TS, Eric",b,26,m,n,,,,,,euha,,,,,,,,
c2,20,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,26.9,f,p,,,,,,himb,,,,n,2,1,0,7 hima scars
c2,21,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,35.9,f,r,,,,,,euha,,,,n,2,0,0,4 hima scars
c2,22,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,27.8,f,p,,,,,,euha,,,,s,2,0,0,
c2,23,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,29.8,m,p,,,,,,himb,,,,,,,,
c2,24,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,29.1,m,r,,,,,,euha,,,,n,0,0,1,"4 hima scars, 1 dead hima mc"
c2,25,13-Jan,8-Jan-13,"AW, TS",10-Jan-13,AW,"AW, TS, Eric",b,32.2,f,p,,,,,,euha,,,,,,,,
